时间,错误量
1556527431819,0
1556527441820,0
1556527451820,0
1556527461821,0
1556527471824,0
1556527481829,0
1556527491829,0
1556527501830,0
1556527511833,0
1556527521836,0
1556527531841,0
1556527541842,0
1556527551847,0
1556527561850,0
1556527571853,0
1556527581858,0
1556527591861,0
1556527601866,0
1556527611869,0
1556527621872,0
1556527631879,0
1556527641884,0
1556527651886,0
1556527661890,0
1556527671895,0
1556527681897,0
1556527691903,0
1556527701907,0
1556527711911,0
1556527721914,0
1556527731919,0
1556527741921,0
1556527751922,0
1556527761924,0
1556527771928,0
1556527781931,0
1556527791936,0
1556527801940,0
1556527811941,0
1556527821941,0
1556527831943,0
1556527841946,0
1556527851953,0
1556527861957,0
1556527871962,0
1556527881968,0
1556527891974,0
1556527901975,0
1556527911981,0
1556527921984,0
1556527931988,0
1556527941990,0
1556527951992,0
1556527961998,0
1556527972004,0
1556527982004,0
1556527992009,0
1556528002016,0
1556528012021,0
1556528022023,0
1556528032023,0
1556528042027,0
1556528052032,0
1556528062032,0
1556528072038,0
1556528082044,0
1556528092048,0
1556528102053,0
1556528112055,0
1556528122056,0
1556528132061,0
1556528142066,0
1556528152068,0
1556528162074,0
1556528172078,0
1556528182081,0
1556528192084,0
1556528202085,0
1556528212086,0
1556528222088,0
1556528232090,0
1556528242095,0
1556528252095,0
1556528262099,0
1556528272105,0
1556528282107,0
1556528292109,0
1556528302113,0
1556528312116,0
1556528322117,0
1556528332123,0
1556528342127,0
1556528352130,0
1556528362133,0
1556528372137,0
1556528382138,0
1556528392145,0
1556528402147,0
1556528412151,0
1556528422156,0
1556528432161,0
1556528442162,0
1556528452164,0
1556528462170,0
1556528472174,0
1556528482179,0
1556528492181,0
1556528502181,0
1556528512183,0
1556528522188,0
1556528532191,0
1556528542191,0
1556528552193,0
1556528562197,0
1556528572198,0
1556528582203,0
1556528592207,0
1556528602213,0
1556528612216,0
1556528622221,0
1556528632225,0
1556528642230,0
1556528652236,0
1556528662237,0
1556528672240,0
1556528682245,0
1556528692247,0
1556528702252,0
1556528712257,0
1556528722259,0
1556528732263,0
1556528742267,0
1556528752272,0
1556528762277,0
1556528772282,0
1556528782283,0
1556528792288,0
1556528802291,0
1556528812296,0
1556528822298,0
1556528832301,0
1556528842305,0
1556528852310,0
1556528862316,0
1556528872317,0
1556528882319,0
1556528892322,0
1556528902325,0
1556528912329,0
1556528922333,0
1556528932336,0
1556528942342,0
1556528952345,0
1556528962351,0
1556528972352,0
1556528982358,0
1556528992361,0
1556529002365,0
1556529012369,0
1556529022372,0
1556529032378,0
1556529042381,0
1556529052387,0
1556529062387,0
1556529072393,0
1556529082395,0
1556529092397,0
1556529102401,0
1556529112403,0
1556529122408,0
1556529132409,0
1556529142412,0
1556529152413,0
1556529162415,0
1556529172420,0
1556529182424,0
1556529192429,0
1556529202434,0
1556529212435,0
1556529222438,0
1556529232439,0
1556529242440,0
1556529252443,0
1556529262443,0
1556529272449,0
1556529282455,0
1556529292456,0
1556529302456,0
1556529312457,0
1556529322460,0
1556529332470,0
1556529342474,0
1556529352483,0
1556529362484,0
1556529372491,0
1556529382499,0
1556529392507,0
1556530383396,0
1556530393398,0
1556530403400,0
1556530413405,0
1556530423410,0
1556530433416,0
1556530443420,0
1556530453423,0
1556530463425,0
1556530473427,0
1556530483432,0
1556530493433,0
1556530503437,0
1556530513437,0
1556530523439,0
1556530533442,0
1556530543445,0
1556530553451,0
1556530563451,0
1556530573453,0
1556530583459,0
1556530593462,0
1556530603462,0
1556530613462,0
1556530623468,0
1556530633474,0
1556530643479,0
1556530653485,0
1556530663490,0
1556530673496,0
1556530683497,0
1556530693500,0
1556530703500,0
1556530713505,0
1556530723509,0
1556530733512,0
1556530743514,0
1556530753516,0
1556530763517,0
1556530773522,0
1556530783523,0
1556530799274,0
1556530809275,0
1556530819276,0
1556530829278,0
1556530839280,0
1556530849285,0
1556530859286,0
1556530869293,0
1556530879295,0
1556530889296,0
1556530899299,0
1556530909300,0
1556530919306,0
1556530929308,0
1556530939307,0
1556530949313,0
1556530959316,0
1556530969316,0
1556530979322,0
1556530989326,0
1556530999327,0
1556531009332,0
1556531019333,0
1556531029338,0
1556531039344,0
1556531049349,0
1556531059354,0
1556531069354,0
1556531079356,0
1556531089358,0
1556531099357,0
1556531109359,0
1556531119362,0
1556531129366,0
1556531139368,0
1556531149371,0
1556531159375,0
1556531169376,0
1556531179377,0
1556531189382,0
1556531199384,0
1556531209388,0
1556531219391,0
1556531229394,0
1556531239396,0
1556531249396,0
1556531259397,0
1556531269401,0
1556531279402,0
1556531289407,0
1556531299410,0
1556531309413,0
1556531319417,0
1556531329420,0
1556531339424,0
1556531349430,0
1556531359434,0
1556531369435,0
1556531379441,0
1556531390008,0
1556531400009,0
1556531410010,0
1556531420015,0
1556531430019,0
1556531440021,0
1556531450025,0
1556531460030,0
1556531470032,0
1556531480036,0
1556531490038,0
1556531500042,0
1556531510048,0
1556531520048,0
1556531530049,0
1556531540052,0
1556531550054,0
1556531560055,0
1556531570058,0
1556531580063,0
1556531590069,0
1556531600073,0
1556531610076,0
1556531620081,0
1556531630083,0
1556531640085,0
1556531650090,0
1556531660091,0
1556531670092,0
1556531680096,0
1556531690099,0
1556531700104,0
1556531710107,0
1556531720113,0
1556531730118,0
1556531740121,0
1556531750124,0
1556531760130,0
1556531770133,0
1556531780138,0
1556531790142,0
1556531800144,0
1556531810146,0
1556531820151,0
1556531830155,0
1556531840159,0
1556531850164,0
1556531860164,0
1556531870167,0
1556531880171,0
1556531890174,0
1556531900180,0
1556531910186,0
1556531920191,0
1556531930194,0
1556531940198,0
1556531950200,0
1556531960204,0
1556531970207,0
1556531980208,0
1556531990212,0
1556532000213,0
1556532010215,0
1556532020220,0
1556532030224,0
1556532040228,0
1556532050229,0
1556532060230,0
1556532070232,0
1556532080237,0
1556532090238,0
1556532100240,0
1556532110242,0
1556532120247,0
1556532130250,0
1556532140260,0
1556539348135,0
1556539358145,0
1556539368150,0
1556542955804,0
