时间,错误量
1556592753638,0
1556592763639,0
1556592773643,0
1556592783644,0
1556592793644,0
1556592803650,0
1556592813650,0
1556592823651,0
1556592833656,0
1556592843656,0
1556592853662,0
1556592863664,0
1556592873664,0
1556592883666,0
1556592893671,0
1556592903673,0
1556592913676,0
1556592923683,0
1556592933684,0
1556592943689,0
1556592953692,0
1556592963693,0
1556592973699,0
1556592983704,0
1556592993707,0
1556593003711,0
1556593013716,0
1556593023716,0
1556593033718,0
1556593043721,0
1556593053724,0
1556593063727,0
1556593073728,0
1556593083730,0
1556593093731,0
1556593103734,0
1556593113737,0
1556593123739,0
1556593133741,0
1556593143744,0
1556593153748,0
1556593163750,0
1556593173753,0
1556593183759,0
1556593193762,0
1556593203767,0
1556593213771,0
1556593223777,0
1556593233778,0
1556593243779,0
1556593253785,0
1556593263792,0
1556593273797,0
1556593283798,0
1556593293804,0
1556593303808,0
1556593313809,0
1556593323814,0
1556593333819,0
1556593343822,0
1556593353824,0
1556593363828,0
1556593373830,0
1556593383833,0
1556593393835,0
1556593403841,0
1556593413843,0
1556593423848,0
1556593433851,0
1556593443855,0
1556593453860,0
1556593463864,0
1556593473866,0
1556593483872,0
1556593493875,0
1556593503877,0
1556593513881,0
1556593523884,0
1556593533884,0
1556593543885,0
1556593553890,0
1556593563891,0
1556593573892,0
1556593583899,0
1556593593901,0
1556593603902,0
1556593613903,0
1556593623908,0
1556593633911,0
1556593643912,0
1556593653917,0
1556593663919,0
1556593673921,0
1556593683926,0
1556593693932,0
1556593703936,0
1556593713937,0
1556593723937,0
1556593733941,0
1556593743945,0
1556593753951,0
1556593763952,0
1556593773954,0
1556593783955,0
1556593793957,0
1556593803958,0
1556593813963,0
1556593823968,0
1556593833973,0
1556593843979,0
1556593853985,0
1556593863989,0
1556593873992,0
1556593883998,0
1556593894003,0
1556593904006,0
1556593914012,0
1556593924013,0
1556593934017,0
1556593944020,0
1556593954023,0
1556593964026,0
1556593974029,0
1556593984031,0
1556593994035,0
1556594004040,0
1556594014041,0
1556594024045,0
1556594034051,0
1556594044057,0
1556594054063,0
1556594064066,0
1556594074067,0
1556594084069,0
1556594094071,0
1556594104072,0
1556594114075,0
1556594124076,0
1556594134081,0
1556594144086,0
1556594154091,0
1556594164093,0
1556594174093,0
1556594184099,0
1556594194104,0
1556594204110,0
1556594214110,0
1556594224117,0
1556594234123,0
1556594244127,0
1556594254131,0
1556594264132,0
1556594274133,0
1556594284134,0
1556594294136,0
1556594304141,0
1556594314141,0
1556594324145,0
1556594334145,0
1556594344146,0
1556594354149,0
1556594364150,0
1556594374156,0
1556594384162,0
1556594394165,0
1556594404170,0
1556594414175,0
1556594424181,0
1556594434183,0
1556594444190,0
1556594454195,0
1556594464199,0
1556594474202,0
1556594484205,0
1556594494210,0
1556594504215,0
1556594514221,0
1556594524222,0
1556594534225,0
1556594544229,0
1556594554231,0
1556594564235,0
1556594574240,0
1556594584244,0
1556594594250,0
1556594604255,0
1556594614261,0
1556594624267,0
1556594634267,0
1556594644272,0
1556594654273,0
1556594664276,0
1556594674277,0
1556594684281,0
1556594694282,0
1556594704285,0
1556594714288,0
1556594724290,0
1556594734295,0
1556594744295,0
1556594754296,0
1556594764298,0
1556594774299,0
1556594784303,0
1556594794308,0
1556594804310,0
1556594814310,0
1556594824311,0
1556594834313,0
1556594844317,0
1556594854318,0
1556594864319,0
1556594874321,0
1556594884323,0
1556594894323,0
1556594904328,0
1556594914329,0
1556594924330,0
1556594934336,0
1556594944338,0
1556594954341,0
1556594964347,0
1556594974353,0
1556594984359,0
1556594994364,0
1556595004367,0
1556595014368,0
1556595024369,0
1556595034370,0
1556595044371,0
1556595054376,0
1556595064381,0
1556595074381,0
1556595084383,0
1556595094386,0
1556595104388,0
1556595114389,0
1556595124391,0
1556595134390,0
1556595144392,0
1556595154394,0
1556595164396,0
1556595174397,0
1556595184399,0
1556595194401,0
1556595204403,0
1556595214406,0
1556595224409,0
1556595234411,0
1556595244416,0
1556595254416,0
1556595264416,0
1556595274417,0
1556595284419,0
1556595294421,0
1556595304424,0
1556595314426,0
1556595324427,0
1556595334427,0
1556595344428,0
1556595354432,0
1556595364436,0
1556595374441,0
1556595384445,0
1556595394446,0
1556595404451,0
1556595414455,0
1556595424460,0
1556595434462,0
1556595444465,0
1556595454468,0
1556595464469,0
1556595474473,0
1556595484474,0
1556595494480,0
1556595504483,0
1556595514486,0
1556595524487,0
1556595534493,0
1556595544497,0
1556595554498,0
1556595564501,0
1556595574507,0
1556595584513,0
1556595594514,0
1556595604520,0
1556595614523,0
1556595624526,0
1556595634526,0
1556595644532,0
1556595654532,0
1556595664537,0
1556595674538,0
1556595684544,0
1556595694546,0
1556595704546,0
1556595714547,0
1556595724548,0
1556595734553,0
1556595744554,0
1556595754557,0
1556595764563,0
1556595774567,0
1556595784568,0
1556595794573,0
1556595804579,0
1556595814580,0
1556595824584,0
1556595834588,0
1556595844589,0
1556595854591,0
1556595864593,0
1556595874595,0
1556595884596,0
1556595894599,0
1556595904604,0
1556595914607,0
1556595924613,0
1556595934614,0
1556595944614,0
1556595954619,0
1556595964624,0
1556595974628,0
1556595984631,0
1556595994632,0
1556596004633,0
1556596014641,0
1556596024644,0
1556596034645,0
1556596044648,0
1556596054652,0
1556596064657,0
1556596074661,0
1556596084664,0
1556596094666,0
1556596104667,0
1556596114672,0
1556596124676,0
1556596134679,0
1556596144680,0
1556596154686,0
1556596164689,0
1556596174690,0
1556596184692,0
1556596194693,0
1556596204698,0
1556596214699,0
1556596224707,0
1556596234708,0
1556596244709,0
1556596254715,0
1556596264715,0
1556596274722,0
1556596284722,0
1556596294723,0
1556596304728,0
1556596314731,0
1556596324734,0
1556596334740,0
1556596344741,0
1556596354742,0
1556596364745,0
1556596374749,0
1556596384752,0
1556596394752,0
1556596404752,0
1556596414752,0
1556596424753,0
1556596434753,0
1556596444759,0
1556596454760,0
1556596464761,0
1556596474767,0
1556596484772,0
1556596494777,0
1556596504778,0
1556596514781,0
1556596524783,0
1556596534783,0
1556596544786,0
1556596554793,0
1556596564795,0
1556596574800,0
1556596584806,0
1556596594812,0
1556596604812,0
1556596614812,0
1556596624814,0
1556596634820,0
1556596644826,0
1556596654830,0
1556596664835,0
1556596674838,0
1556596684843,0
1556596694844,0
1556596704850,0
1556596714851,0
1556596724857,0
1556596734862,0
1556596744864,0
1556596754868,0
1556596764873,0
1556596774878,0
1556596784881,0
1556596794884,0
1556596804889,0
1556596814890,0
1556596824895,0
1556596834898,0
1556596844899,0
1556596855413,0
1556596865417,0
1556596875421,0
1556596885422,0
1556596895424,0
1556596905429,0
1556596915431,0
1556596925431,0
1556596935433,0
1556596945433,0
1556596955435,0
1556596965438,0
1556596975443,0
1556596985447,0
1556596995451,0
1556597005454,0
1556597015457,0
1556597025460,0
1556597035466,0
1556597045471,0
1556597055474,0
1556597065475,0
1556597075479,0
1556597085484,0
1556597095490,0
1556597105496,0
1556597115500,0
1556597125501,0
1556597135503,0
1556597145504,0
1556597155510,0
1556597165511,0
1556597175513,0
1556597185519,0
1556597195519,0
1556597205525,0
1556597215529,0
1556597225534,0
1556597235537,0
1556597245543,0
1556597255549,0
1556597265554,0
1556597275557,0
1556597285563,0
1556597295569,0
1556597305571,0
1556597315572,0
1556597325578,0
1556597335584,0
1556597345588,0
1556597355589,0
1556597365589,0
1556597375594,0
1556597385600,0
1556597395606,0
1556597405615,0
1556597415623,0
1556597425634,0
1556597435640,0
1556597445650,0
1556597455657,0
1556597465668,0
1556597475673,0
1556597485684,0
1556597495691,0
1556597505699,0
1556597515708,0
1556597525719,0
1556597535725,0
1556597545735,0
1556597555741,0
1556597565748,0
1556597575752,0
1556597585759,0
1556597595770,0
1556597605776,0
1556597615786,0
1556597625789,0
1556597635800,0
1556597645810,0
1556597655817,0
1556597665819,0
1556597675822,0
1556597685827,0
1556597695830,0
1556597705836,0
1556597715844,0
1556597725848,0
1556597735858,0
1556597745869,0
1556597755878,0
1556597765890,0
1556597775895,0
1556597785906,0
1556597795916,0
1556597805917,0
1556597815928,0
1556597825939,0
1556597835943,0
1556597845953,0
1556597855956,0
1556597865963,0
1556597875974,0
1556597885980,0
1556597895991,0
1556597906003,0
1556597916009,0
1556597926016,0
1556597936027,0
1556597946039,0
1556597956040,0
1556597966048,0
1556597976059,0
1556597986061,0
1556597996072,0
1556598006077,0
1556598016082,0
1556598775591,0
1556598785597,0
1556598795600,0
1556598805603,0
1556598815609,0
1556598825611,0
1556598835612,0
1556598845618,0
1556598855624,0
1556598865629,0
1556598875630,0
1556598885633,0
1556598895638,0
1556598905643,0
1556598915648,0
1556598925650,0
1556598935655,0
1556598945658,0
1556598955658,0
1556598965660,0
1556598975665,0
1556598985667,0
1556598995668,0
1556599005668,0
1556599015674,0
1556599025678,0
1556599035681,0
1556599045682,0
1556599055688,0
1556599065692,0
1556599075696,0
1556599085702,0
1556599095703,0
1556599105707,0
1556599115711,0
1556599125716,0
1556599135721,0
1556599145725,0
1556599155726,0
1556599165726,0
1556599175729,0
1556599185730,0
1556599195735,0
1556599205736,0
1556599215743,0
1556599225745,0
1556599235746,0
1556599245749,0
1556599255750,0
1556599265751,0
1556599275753,0
1556599285754,0
1556599295756,0
1556599305758,0
1556599315758,0
1556599325760,0
1556599335761,0
1556599345764,0
1556599355769,0
1556599365773,0
1556599375776,0
1556599385777,0
1556599395781,0
1556599405786,0
1556599415792,0
1556599425798,0
1556599435801,0
1556599445806,0
1556599455806,0
1556599465806,0
1556599475811,0
1556599485815,0
1556599495815,0
1556599505817,0
1556599515818,0
1556599525819,0
1556599535822,0
1556599545823,0
1556599555825,0
1556599565831,0
1556599575836,0
1556599585838,0
1556599595838,0
1556599605839,0
1556599615842,0
1556599625849,0
1556599635851,0
1556599645852,0
1556599655854,0
1556599665859,0
1556599675862,0
1556599685863,0
1556599695869,0
1556599705873,0
1556599715874,0
1556599725877,0
1556599735878,0
1556599745879,0
1556599755885,0
1556599765895,0
1556600185844,0
1556600195849,0
1556600205854,0
1556600215858,0
1556600225865,0
1556600235870,0
1556600245873,0
1556600255878,0
1556600265879,0
1556600275880,0
1556600285882,0
1556600295883,0
1556600305887,0
1556600315890,0
1556600325892,0
1556600335897,0
1556600345897,0
1556600355900,0
1556600365904,0
1556600375908,0
1556600385914,0
1556600395916,0
1556600405920,0
1556600415923,0
1556600425923,0
1556600435927,0
1556600445933,0
1556600455935,0
1556600465937,0
1556600475940,0
1556600485942,0
1556600495942,0
1556600505943,0
1556600515944,0
1556600525950,0
1556600535955,0
1556600545955,0
1556600555959,0
1556600565961,0
1556600575973,0
1556600585979,0
1556600595986,0
1556600605991,0
1556600615992,0
1556600625998,0
1556600635999,0
1556600646001,0
1556600656006,0
1556600666007,0
1556600676013,0
1556600686017,0
1556600696019,0
1556600706024,0
1556600716030,0
1556600726035,0
1556600736041,0
1556600746042,0
1556600756048,0
1556600766049,0
1556600776053,0
1556600786054,0
1556600796059,0
1556600806064,0
1556600816067,0
1556600826069,0
1556600836073,0
1556600846077,0
1556600856083,0
1556600866089,0
1556600876094,0
1556600886100,0
1556600896104,0
1556600906107,0
1556600916110,0
1556600926115,0
1556600936121,0
1556600946122,0
1556600956129,0
1556600966134,0
1556600976139,0
